source,dest,payment,installments,partners,date,source_name,dest_name
68,88,8963.3,5178,82,2018-07-23,Node 68,Node 88
66,59,8048.56,1793,87,2018-07-24,Node 66,Node 59
83,99,4195.16,4025,36,2018-07-25,Node 83,Node 99
89,43,5640.37,1611,94,2018-07-26,Node 89,Node 43
41,79,7961.38,5783,43,2018-07-27,Node 41,Node 79
95,43,612.19,906,29,2018-07-28,Node 95,Node 43
93,86,9079.08,1756,42,2018-07-29,Node 93,Node 86
51,17,4420.81,5782,65,2018-07-30,Node 51,Node 17
15,44,3831.44,4532,39,2018-07-31,Node 15,Node 44
83,82,6113.87,256,89,2018-08-01,Node 83,Node 82
35,77,9998.19,0,97,2018-08-02,Node 35,Node 77
6,23,8214.47,2743,31,2018-08-03,Node 6,Node 23
38,72,1127.6,999,12,2018-08-04,Node 38,Node 72
96,39,6601.91,7700,94,2018-08-05,Node 96,Node 39
29,59,8868.51,12752,74,2018-08-06,Node 29,Node 59
34,53,6649.37,4051,29,2018-08-07,Node 34,Node 53
24,8,7064.0,6327,13,2018-08-08,Node 24,Node 8
69,21,9572.61,8763,31,2018-08-09,Node 69,Node 21
42,11,4107.27,8627,82,2018-08-10,Node 42,Node 11
23,57,5978.2,2224,14,2018-08-11,Node 23,Node 57
82,10,7159.26,12392,76,2018-08-12,Node 82,Node 10
85,14,6679.76,925,54,2018-08-13,Node 85,Node 14
46,78,51.06,0,57,2018-08-14,Node 46,Node 78
20,99,3744.07,3263,41,2018-08-15,Node 20,Node 99
12,52,1738.63,3283,92,2018-08-16,Node 12,Node 52
61,46,4744.19,10732,70,2018-08-17,Node 61,Node 46
89,14,8658.95,2909,18,2018-08-18,Node 89,Node 14
79,54,3809.39,8778,1,2018-08-19,Node 79,Node 54
15,50,6567.04,0,49,2018-08-20,Node 15,Node 50
82,89,2234.14,768,39,2018-08-21,Node 82,Node 89
93,40,3590.88,4208,76,2018-08-22,Node 93,Node 40
84,18,7102.34,1385,43,2018-08-23,Node 84,Node 18
46,15,4504.39,309,34,2018-08-24,Node 46,Node 15
32,24,3510.09,6215,20,2018-08-25,Node 32,Node 24
57,43,1271.67,1714,86,2018-08-26,Node 57,Node 43
76,56,9732.74,2113,62,2018-08-27,Node 76,Node 56
33,50,3997.89,865,15,2018-08-28,Node 33,Node 50
79,49,3585.88,2851,52,2018-08-29,Node 79,Node 49
31,33,3154.45,3491,74,2018-08-30,Node 31,Node 33
96,71,8084.01,1893,2,2018-08-31,Node 96,Node 71
65,76,4420.56,5623,29,2018-09-01,Node 65,Node 76
15,81,8316.75,7344,59,2018-09-02,Node 15,Node 81
56,29,2108.01,0,44,2018-09-03,Node 56,Node 29
95,68,6635.18,2145,80,2018-09-04,Node 95,Node 68
28,51,2395.34,2076,62,2018-09-05,Node 28,Node 51
24,37,3550.52,10400,80,2018-09-06,Node 24,Node 37
71,21,1264.08,3288,68,2018-09-07,Node 71,Node 21
20,62,5265.07,0,7,2018-09-08,Node 20,Node 62
40,70,8574.98,4940,16,2018-09-09,Node 40,Node 70
68,7,4572.07,1613,60,2018-09-10,Node 68,Node 7
30,70,6717.36,0,72,2018-09-11,Node 30,Node 70
96,8,5271.49,6715,93,2018-09-12,Node 96,Node 8
70,91,9005.7,3012,34,2018-09-13,Node 70,Node 91
15,12,7081.06,2852,24,2018-09-14,Node 15,Node 12
86,44,7692.6,3594,87,2018-09-15,Node 86,Node 44
92,18,1818.77,630,91,2018-09-16,Node 92,Node 18
63,53,5491.34,272,95,2018-09-17,Node 63,Node 53
21,62,5035.63,9193,54,2018-09-18,Node 21,Node 62
98,0,4667.57,4043,26,2018-09-19,Node 98,Node 0
69,21,1031.05,847,3,2018-09-20,Node 69,Node 21
54,41,5676.83,379,41,2018-09-21,Node 54,Node 41
41,39,9533.82,0,9,2018-09-22,Node 41,Node 39
19,48,808.33,4484,10,2018-09-23,Node 19,Node 48
5,1,8539.1,2893,43,2018-09-24,Node 5,Node 1
43,20,3720.64,1370,4,2018-09-25,Node 43,Node 20
72,70,6225.84,2794,69,2018-09-26,Node 72,Node 70
79,56,9957.95,2283,45,2018-09-27,Node 79,Node 56
43,13,145.21,4532,50,2018-09-28,Node 43,Node 13
31,96,4529.66,5877,42,2018-09-29,Node 31,Node 96
18,34,4735.89,5094,96,2018-09-30,Node 18,Node 34
7,44,2770.99,507,30,2018-10-01,Node 7,Node 44
41,45,3133.31,9418,60,2018-10-02,Node 41,Node 45
91,4,7800.15,1220,63,2018-10-03,Node 91,Node 4
78,11,4460.27,699,29,2018-10-04,Node 78,Node 11
73,26,6399.82,8662,91,2018-10-05,Node 73,Node 26
70,17,3182.86,1788,70,2018-10-06,Node 70,Node 17
6,25,7188.04,542,17,2018-10-07,Node 6,Node 25
91,32,1164.2,3948,89,2018-10-08,Node 91,Node 32
8,78,1651.9,10564,76,2018-10-09,Node 8,Node 78
17,26,3634.03,5427,4,2018-10-10,Node 17,Node 26
19,98,3652.49,2909,26,2018-10-11,Node 19,Node 98
73,96,5533.94,10617,95,2018-10-12,Node 73,Node 96
10,67,2639.07,4405,53,2018-10-13,Node 10,Node 67
85,61,2405.28,4442,1,2018-10-14,Node 85,Node 61
32,19,1199.92,8339,99,2018-10-15,Node 32,Node 19
72,58,3232.83,2098,69,2018-10-16,Node 72,Node 58
73,42,9026.0,1738,3,2018-10-17,Node 73,Node 42
47,57,7238.64,37,31,2018-10-18,Node 47,Node 57
91,63,9653.31,7229,54,2018-10-19,Node 91,Node 63
82,3,8395.12,3649,35,2018-10-20,Node 82,Node 3
61,78,4872.13,630,90,2018-10-21,Node 61,Node 78
92,50,6.01,3349,80,2018-10-22,Node 92,Node 50
71,20,4764.78,0,11,2018-10-23,Node 71,Node 20
11,69,826.98,11569,78,2018-10-24,Node 11,Node 69
29,49,7882.66,6525,35,2018-10-25,Node 29,Node 49
58,5,4683.29,2740,58,2018-10-26,Node 58,Node 5
44,16,5957.23,239,64,2018-10-27,Node 44,Node 16
90,50,3450.73,0,83,2018-10-28,Node 90,Node 50
2,47,6566.61,3217,40,2018-10-29,Node 2,Node 47
67,4,1450.57,2478,87,2018-10-30,Node 67,Node 4
72,13,1518.06,634,56,2018-10-31,Node 72,Node 13
10,92,1260.79,6582,13,2018-11-01,Node 10,Node 92
71,92,9028.58,1612,33,2018-11-02,Node 71,Node 92
12,3,5033.87,7231,44,2018-11-03,Node 12,Node 3
89,6,5337.0,1300,47,2018-11-04,Node 89,Node 6
57,13,3037.57,1796,67,2018-11-05,Node 57,Node 13
52,1,5730.66,149,37,2018-11-06,Node 52,Node 1
62,67,2626.62,1041,88,2018-11-07,Node 62,Node 67
54,33,9593.08,1337,80,2018-11-08,Node 54,Node 33
8,28,1540.96,9763,78,2018-11-09,Node 8,Node 28
31,33,6817.07,314,2,2018-11-10,Node 31,Node 33
50,5,865.95,1905,50,2018-11-11,Node 50,Node 5
28,58,1676.31,555,14,2018-11-12,Node 28,Node 58
13,48,5493.61,99,30,2018-11-13,Node 13,Node 48
49,93,9890.23,419,59,2018-11-14,Node 49,Node 93
16,7,5235.91,3067,92,2018-11-15,Node 16,Node 7
85,84,5524.38,0,71,2018-11-16,Node 85,Node 84
42,86,5691.37,32,96,2018-11-18,Node 42,Node 86
72,97,7587.5,1365,51,2018-11-19,Node 72,Node 97
46,94,2031.54,5090,87,2018-11-20,Node 46,Node 94
3,64,9442.47,2792,96,2018-11-21,Node 3,Node 64
3,16,6425.75,1520,9,2018-11-22,Node 3,Node 16
67,62,8069.59,9354,47,2018-11-23,Node 67,Node 62
98,53,6782.65,584,71,2018-11-24,Node 98,Node 53
79,30,6994.65,5552,17,2018-11-25,Node 79,Node 30
18,14,7437.36,41,84,2018-11-26,Node 18,Node 14
69,8,7229.99,2337,77,2018-11-27,Node 69,Node 8
4,26,4604.39,1696,51,2018-11-28,Node 4,Node 26
20,37,8173.38,2002,17,2018-11-29,Node 20,Node 37
36,54,2540.82,9231,11,2018-11-30,Node 36,Node 54
86,35,6179.84,0,8,2018-12-01,Node 86,Node 35
11,47,3113.25,1499,4,2018-12-02,Node 11,Node 47
73,41,2944.62,2730,55,2018-12-03,Node 73,Node 41
58,41,9706.22,46,33,2018-12-04,Node 58,Node 41
33,50,5784.71,11355,62,2018-12-05,Node 33,Node 50
63,2,6219.76,4356,75,2018-12-06,Node 63,Node 2
62,66,9963.41,316,59,2018-12-07,Node 62,Node 66
82,28,4744.18,3025,41,2018-12-08,Node 82,Node 28
27,39,9816.11,166,13,2018-12-09,Node 27,Node 39
30,19,5695.24,939,15,2018-12-10,Node 30,Node 19
49,42,2791.91,4604,66,2018-12-11,Node 49,Node 42
57,60,868.11,3086,23,2018-12-12,Node 57,Node 60
85,45,5704.6,215,28,2018-12-13,Node 85,Node 45
58,27,8608.89,8639,86,2018-12-14,Node 58,Node 27
64,81,9030.01,0,17,2018-12-15,Node 64,Node 81
64,91,4487.49,3664,41,2018-12-16,Node 64,Node 91
32,33,346.1,505,70,2018-12-17,Node 32,Node 33
34,14,5774.71,0,99,2018-12-18,Node 34,Node 14
55,49,45.65,4670,63,2018-12-19,Node 55,Node 49
55,16,5200.91,1445,58,2018-12-20,Node 55,Node 16
86,24,2372.04,3336,83,2018-12-21,Node 86,Node 24
52,74,4247.77,3706,83,2018-12-23,Node 52,Node 74
50,97,9318.32,763,39,2018-12-24,Node 50,Node 97
18,14,3391.96,2078,47,2018-12-25,Node 18,Node 14
63,3,1091.18,2787,42,2018-12-26,Node 63,Node 3
61,90,1352.53,4756,70,2018-12-27,Node 61,Node 90
40,13,7099.05,774,58,2018-12-28,Node 40,Node 13
40,53,3768.29,4696,3,2018-12-29,Node 40,Node 53
18,40,7340.47,1454,97,2018-12-30,Node 18,Node 40
70,87,7945.75,5390,48,2018-12-31,Node 70,Node 87
89,84,9343.09,3474,2,2019-01-01,Node 89,Node 84
49,73,728.87,1002,70,2019-01-02,Node 49,Node 73
98,10,3777.7,6436,84,2019-01-04,Node 98,Node 10
58,8,793.09,382,50,2019-01-05,Node 58,Node 8
40,58,9738.92,8388,82,2019-01-06,Node 40,Node 58
57,60,6502.75,2037,80,2019-01-07,Node 57,Node 60
54,90,2978.98,856,28,2019-01-08,Node 54,Node 90
21,38,9550.77,577,96,2019-01-09,Node 21,Node 38
95,75,2116.42,8117,25,2019-01-10,Node 95,Node 75
81,89,5840.96,2910,40,2019-01-11,Node 81,Node 89
87,66,9016.56,296,53,2019-01-12,Node 87,Node 66
39,37,7507.53,0,92,2019-01-13,Node 39,Node 37
61,80,418.75,692,57,2019-01-14,Node 61,Node 80
5,44,7858.43,5897,18,2019-01-15,Node 5,Node 44
77,90,4673.02,384,51,2019-01-16,Node 77,Node 90
48,50,8548.7,1580,7,2019-01-17,Node 48,Node 50
51,65,7003.66,2391,9,2019-01-18,Node 51,Node 65
73,54,2067.75,1307,23,2019-01-20,Node 73,Node 54
20,49,350.89,6832,19,2019-01-21,Node 20,Node 49
26,45,3511.66,2966,6,2019-01-22,Node 26,Node 45
37,92,8805.56,5280,22,2019-01-23,Node 37,Node 92
55,12,4206.93,3503,25,2019-01-24,Node 55,Node 12
5,37,7839.82,2909,67,2019-01-25,Node 5,Node 37
43,77,2740.49,368,73,2019-01-26,Node 43,Node 77
59,26,1872.65,1861,37,2019-01-27,Node 59,Node 26
28,66,4522.7,9668,79,2019-01-28,Node 28,Node 66
13,78,79.17,0,13,2019-01-29,Node 13,Node 78
65,41,2034.77,2329,62,2019-01-30,Node 65,Node 41
23,79,6214.89,2629,70,2019-01-31,Node 23,Node 79
32,43,3718.2,1384,66,2019-02-01,Node 32,Node 43
28,70,5671.37,1931,79,2019-02-02,Node 28,Node 70
22,50,9099.66,3791,15,2019-02-03,Node 22,Node 50
81,90,8531.95,920,58,2019-02-04,Node 81,Node 90
25,19,2292.84,5367,3,2019-02-05,Node 25,Node 19
35,54,8621.33,857,6,2019-02-06,Node 35,Node 54
85,44,6379.56,3999,6,2019-02-07,Node 85,Node 44
1,45,3618.63,6151,81,2019-02-08,Node 1,Node 45
25,6,3170.62,7048,15,2019-02-09,Node 25,Node 6
71,1,3270.66,2484,33,2019-02-10,Node 71,Node 1
38,78,6706.92,1474,5,2019-02-11,Node 38,Node 78
89,96,7444.21,3694,82,2019-02-12,Node 89,Node 96
56,54,567.78,1366,90,2019-02-13,Node 56,Node 54
91,18,5326.71,6139,88,2019-02-14,Node 91,Node 18
12,11,9222.01,3985,50,2019-02-15,Node 12,Node 11
88,91,658.29,5262,93,2019-02-16,Node 88,Node 91
63,77,5022.31,9446,83,2019-02-17,Node 63,Node 77
97,71,5624.14,7061,42,2019-02-18,Node 97,Node 71
0,27,6642.21,1873,58,2019-02-19,Node 0,Node 27
7,25,2848.25,0,2,2019-02-20,Node 7,Node 25
66,26,6781.9,2983,41,2019-02-21,Node 66,Node 26
18,11,2365.17,2487,20,2019-02-22,Node 18,Node 11
67,85,6196.01,3559,10,2019-02-23,Node 67,Node 85
96,67,3601.42,1144,74,2019-02-24,Node 96,Node 67
68,52,1836.71,963,94,2019-02-25,Node 68,Node 52
11,69,9572.81,2201,94,2019-02-26,Node 11,Node 69
75,33,8417.98,3301,87,2019-02-27,Node 75,Node 33
55,88,6286.62,378,43,2019-02-28,Node 55,Node 88
65,15,5208.62,915,82,2019-03-01,Node 65,Node 15
41,30,5825.56,4201,80,2019-03-02,Node 41,Node 30
51,96,8184.22,921,23,2019-03-03,Node 51,Node 96
25,74,7931.3,2865,86,2019-03-04,Node 25,Node 74
69,57,1114.25,425,21,2019-03-05,Node 69,Node 57
64,67,3588.27,3323,8,2019-03-06,Node 64,Node 67
36,17,6024.47,253,71,2019-03-07,Node 36,Node 17
26,23,9977.61,0,68,2019-03-08,Node 26,Node 23
25,87,2548.75,1118,71,2019-03-09,Node 25,Node 87
8,71,6940.16,1935,39,2019-03-10,Node 8,Node 71
11,76,2146.24,5,73,2019-03-11,Node 11,Node 76
44,75,4640.59,2838,67,2019-03-12,Node 44,Node 75
83,99,5270.42,4327,25,2019-03-13,Node 83,Node 99
1,61,9369.7,2708,94,2019-03-14,Node 1,Node 61
34,92,4954.95,4981,73,2019-03-15,Node 34,Node 92
34,20,3508.75,5069,48,2019-03-16,Node 34,Node 20
35,24,4195.82,6147,21,2019-03-17,Node 35,Node 24
92,67,4966.1,6163,39,2019-03-18,Node 92,Node 67
7,49,2223.45,493,33,2019-03-19,Node 7,Node 49
7,8,7087.16,4462,32,2019-03-20,Node 7,Node 8
38,20,4536.44,3281,48,2019-03-21,Node 38,Node 20
69,67,7504.65,10447,85,2019-03-22,Node 69,Node 67
64,40,6576.38,0,80,2019-03-23,Node 64,Node 40
37,38,1806.09,1574,95,2019-03-24,Node 37,Node 38
61,66,5492.0,209,39,2019-03-25,Node 61,Node 66
48,75,1322.34,577,57,2019-03-26,Node 48,Node 75
50,18,7116.05,1159,35,2019-03-27,Node 50,Node 18
80,65,8622.75,694,48,2019-03-28,Node 80,Node 65
34,90,1276.91,1428,34,2019-03-29,Node 34,Node 90
39,85,7038.78,8101,5,2019-03-30,Node 39,Node 85
7,60,7351.46,11011,46,2019-03-31,Node 7,Node 60
20,60,3059.48,769,17,2019-04-01,Node 20,Node 60
51,98,3122.15,509,52,2019-04-02,Node 51,Node 98
21,17,9164.51,4990,63,2019-04-03,Node 21,Node 17
7,92,2896.72,4971,78,2019-04-04,Node 7,Node 92
70,47,8653.37,1993,11,2019-04-05,Node 70,Node 47
58,18,7705.77,3711,50,2019-04-06,Node 58,Node 18
36,33,976.05,7707,62,2019-04-07,Node 36,Node 33
96,26,3087.27,6927,99,2019-04-08,Node 96,Node 26
5,72,6162.04,9558,87,2019-04-09,Node 5,Node 72
96,3,4525.78,2951,62,2019-04-10,Node 96,Node 3
10,87,457.95,363,59,2019-04-11,Node 10,Node 87
68,51,5603.8,899,88,2019-04-12,Node 68,Node 51
28,99,4024.21,3972,76,2019-04-13,Node 28,Node 99
61,8,3376.3,0,24,2019-04-14,Node 61,Node 8
28,56,7417.67,3841,72,2019-04-15,Node 28,Node 56
2,36,9981.55,0,17,2019-04-16,Node 2,Node 36
86,30,6336.17,1733,34,2019-04-17,Node 86,Node 30
55,81,4006.9,827,32,2019-04-18,Node 55,Node 81
26,6,5774.57,2796,85,2019-04-19,Node 26,Node 6
34,89,3102.3,1265,61,2019-04-20,Node 34,Node 89
50,65,7512.66,1777,51,2019-04-21,Node 50,Node 65
63,59,2674.42,74,69,2019-04-22,Node 63,Node 59
91,20,8846.12,6287,33,2019-04-23,Node 91,Node 20
73,77,5695.01,7961,91,2019-04-24,Node 73,Node 77
41,22,223.95,11232,54,2019-04-25,Node 41,Node 22
53,28,2847.88,48,61,2019-04-26,Node 53,Node 28
1,63,6206.65,4425,36,2019-04-27,Node 1,Node 63
36,20,676.37,973,42,2019-04-28,Node 36,Node 20
3,67,7760.63,559,36,2019-04-29,Node 3,Node 67
0,42,5059.31,5617,16,2019-04-30,Node 0,Node 42
8,52,5480.95,3556,51,2019-05-01,Node 8,Node 52
8,31,9120.68,1917,17,2019-05-02,Node 8,Node 31
35,14,6972.69,9890,36,2019-05-03,Node 35,Node 14
13,56,147.92,232,8,2019-05-04,Node 13,Node 56
53,92,427.88,7484,25,2019-05-05,Node 53,Node 92
75,85,6309.03,3702,10,2019-05-06,Node 75,Node 85
12,14,9937.15,3975,81,2019-05-07,Node 12,Node 14
55,5,6756.68,676,40,2019-05-08,Node 55,Node 5
66,5,6738.82,528,25,2019-05-09,Node 66,Node 5
67,71,9370.1,0,14,2019-05-10,Node 67,Node 71
87,60,7006.5,2953,25,2019-05-11,Node 87,Node 60
67,80,8557.87,10051,73,2019-05-12,Node 67,Node 80
90,50,8304.52,11598,4,2019-05-13,Node 90,Node 50
49,63,211.81,71,85,2019-05-14,Node 49,Node 63
66,92,1993.08,7987,46,2019-05-15,Node 66,Node 92
40,10,6995.61,7798,61,2018-01-01,Node 40,Node 10
22,34,2267.37,0,0,2018-01-02,Node 22,Node 34
37,18,7623.6,465,42,2018-01-03,Node 37,Node 18
1,19,6518.58,724,10,2018-01-04,Node 1,Node 19
50,18,4905.69,8644,18,2018-01-05,Node 50,Node 18
80,58,5342.69,158,51,2018-01-06,Node 80,Node 58
21,68,8279.81,8652,44,2018-01-07,Node 21,Node 68
92,77,1171.35,5262,66,2018-01-08,Node 92,Node 77
50,56,951.89,3595,49,2018-01-09,Node 50,Node 56
5,86,3623.74,7747,31,2018-01-10,Node 5,Node 86
91,75,2686.23,600,38,2018-01-11,Node 91,Node 75
1,30,1241.97,5746,29,2018-01-12,Node 1,Node 30
7,87,2713.98,3385,96,2018-01-13,Node 7,Node 87
13,12,6920.32,6535,18,2018-01-14,Node 13,Node 12
46,54,6497.7,1558,19,2018-01-15,Node 46,Node 54
33,75,9632.19,7787,94,2018-01-16,Node 33,Node 75
46,12,750.81,11894,54,2018-01-17,Node 46,Node 12
33,67,5299.09,0,57,2018-01-18,Node 33,Node 67
57,40,447.86,2560,54,2018-01-19,Node 57,Node 40
51,32,1417.42,797,60,2018-01-20,Node 51,Node 32
75,98,6716.29,13192,66,2018-01-21,Node 75,Node 98
33,18,5836.46,700,34,2018-01-22,Node 33,Node 18
3,61,9925.18,540,41,2018-01-23,Node 3,Node 61
41,12,7386.84,1501,91,2018-01-24,Node 41,Node 12
60,51,6455.65,218,34,2018-01-25,Node 60,Node 51
99,10,5656.97,1762,2,2018-01-26,Node 99,Node 10
3,93,846.0,6728,45,2018-01-27,Node 3,Node 93
76,95,2418.64,0,89,2018-01-28,Node 76,Node 95
97,96,4205.17,5696,10,2018-01-29,Node 97,Node 96
93,38,7298.43,3244,57,2018-01-30,Node 93,Node 38
81,67,1523.81,6593,93,2018-01-31,Node 81,Node 67
80,41,6806.97,348,38,2018-02-01,Node 80,Node 41
56,26,2253.05,661,49,2018-02-02,Node 56,Node 26
75,69,5259.15,2325,88,2018-02-03,Node 75,Node 69
0,35,8950.09,3886,3,2018-02-04,Node 0,Node 35
79,14,9614.05,3634,12,2018-02-05,Node 79,Node 14
80,48,2054.6,3453,28,2018-02-06,Node 80,Node 48
54,9,7089.71,832,94,2018-02-07,Node 54,Node 9
58,9,3426.63,174,2,2018-02-08,Node 58,Node 9
44,94,1706.13,1362,62,2018-02-09,Node 44,Node 94
91,84,7709.52,3522,73,2018-02-10,Node 91,Node 84
14,38,7659.99,10090,2,2018-02-11,Node 14,Node 38
57,53,8841.73,9813,83,2018-02-12,Node 57,Node 53
74,12,8461.09,8639,36,2018-02-13,Node 74,Node 12
29,41,2607.76,2593,13,2018-02-14,Node 29,Node 41
64,9,3768.25,1892,75,2018-02-15,Node 64,Node 9
49,36,6357.39,1895,14,2018-02-16,Node 49,Node 36
9,96,6886.31,1391,25,2018-02-17,Node 9,Node 96
56,42,165.9,4378,65,2018-02-18,Node 56,Node 42
5,83,4955.03,3229,13,2018-02-19,Node 5,Node 83
53,16,8937.63,2115,90,2018-02-20,Node 53,Node 16
46,97,7921.37,5205,40,2018-02-21,Node 46,Node 97
6,44,2363.45,6496,14,2018-02-22,Node 6,Node 44
67,2,5575.83,8181,75,2018-02-23,Node 67,Node 2
85,61,4781.72,3326,37,2018-02-24,Node 85,Node 61
92,59,9203.31,1589,23,2018-02-25,Node 92,Node 59
25,82,9644.92,3993,51,2018-02-26,Node 25,Node 82
38,14,8060.83,0,21,2018-02-27,Node 38,Node 14
25,2,4218.96,1137,45,2018-02-28,Node 25,Node 2
50,92,1794.02,707,65,2018-03-01,Node 50,Node 92
18,92,8438.94,758,84,2018-03-02,Node 18,Node 92
19,43,9511.17,6031,84,2018-03-03,Node 19,Node 43
51,25,2692.02,936,99,2018-03-04,Node 51,Node 25
51,47,3852.72,1376,54,2018-03-05,Node 51,Node 47
51,33,130.02,960,10,2018-03-06,Node 51,Node 33
47,85,2968.21,5576,39,2018-03-07,Node 47,Node 85
59,25,9505.17,689,36,2018-03-08,Node 59,Node 25
58,64,6084.49,8616,52,2018-03-09,Node 58,Node 64
51,12,2127.88,4005,48,2018-03-10,Node 51,Node 12
19,64,614.79,5853,90,2018-03-11,Node 19,Node 64
9,36,1806.91,6877,6,2018-03-12,Node 9,Node 36
83,51,9973.02,4044,19,2018-03-13,Node 83,Node 51
61,93,9862.9,3937,85,2018-03-14,Node 61,Node 93
97,16,1185.58,220,1,2018-03-15,Node 97,Node 16
45,40,1607.41,1566,97,2018-03-16,Node 45,Node 40
95,80,9697.93,2720,39,2018-03-17,Node 95,Node 80
24,55,9659.24,6098,59,2018-03-18,Node 24,Node 55
91,41,2203.28,12581,50,2018-03-19,Node 91,Node 41
82,46,8966.41,6121,59,2018-03-20,Node 82,Node 46
22,71,8175.08,5652,57,2018-03-21,Node 22,Node 71
76,4,4117.59,498,37,2018-03-22,Node 76,Node 4
12,70,3403.3,2602,54,2018-03-24,Node 12,Node 70
68,63,3164.38,3020,41,2018-03-25,Node 68,Node 63
8,92,8579.9,8389,86,2018-03-26,Node 8,Node 92
97,65,9959.9,7966,97,2018-03-27,Node 97,Node 65
26,52,9371.81,4304,57,2018-03-28,Node 26,Node 52
57,83,9206.53,2767,76,2018-03-29,Node 57,Node 83
47,54,3638.57,2581,88,2018-03-30,Node 47,Node 54
80,3,7390.46,7642,51,2018-03-31,Node 80,Node 3
65,98,9357.28,2784,80,2018-04-01,Node 65,Node 98
37,78,3721.55,5246,98,2018-04-02,Node 37,Node 78
92,34,1287.77,10357,74,2018-04-03,Node 92,Node 34
21,77,2793.05,2903,76,2018-04-04,Node 21,Node 77
93,48,2650.66,2961,29,2018-04-05,Node 93,Node 48
80,71,3982.89,643,82,2018-04-06,Node 80,Node 71
80,99,6815.59,0,6,2018-04-07,Node 80,Node 99
62,54,4374.09,1839,10,2018-04-08,Node 62,Node 54
56,64,9030.02,149,72,2018-04-09,Node 56,Node 64
59,62,5815.94,3690,91,2018-04-10,Node 59,Node 62
78,65,4469.64,10290,79,2018-04-11,Node 78,Node 65
57,43,7704.1,6343,66,2018-04-12,Node 57,Node 43
62,21,9553.79,2473,77,2018-04-13,Node 62,Node 21
65,37,6679.35,1515,71,2018-04-14,Node 65,Node 37
83,26,7705.33,10058,15,2018-04-15,Node 83,Node 26
78,81,5752.82,9623,98,2018-04-16,Node 78,Node 81
18,15,4254.5,106,56,2018-04-17,Node 18,Node 15
73,29,5406.73,7167,12,2018-04-18,Node 73,Node 29
65,59,631.8,1748,33,2018-04-19,Node 65,Node 59
92,26,8226.39,424,4,2018-04-20,Node 92,Node 26
63,69,4744.87,0,79,2018-04-21,Node 63,Node 69
87,36,1052.24,1691,0,2018-04-22,Node 87,Node 36
10,39,7194.74,4017,22,2018-04-23,Node 10,Node 39
77,90,4953.47,7240,92,2018-04-24,Node 77,Node 90
49,4,4465.81,2213,63,2018-04-25,Node 49,Node 4
1,58,9212.78,1905,38,2018-04-26,Node 1,Node 58
56,40,6118.6,3194,90,2018-04-27,Node 56,Node 40
90,81,2781.32,1363,3,2018-04-28,Node 90,Node 81
1,4,8119.86,9225,59,2018-04-29,Node 1,Node 4
54,66,4932.0,877,27,2018-04-30,Node 54,Node 66
2,4,4566.24,476,93,2018-05-01,Node 2,Node 4
60,88,2494.66,7842,34,2018-05-02,Node 60,Node 88
32,46,690.89,456,67,2018-05-03,Node 32,Node 46
35,36,1792.15,7604,32,2018-05-04,Node 35,Node 36
38,36,3884.62,4535,30,2018-05-05,Node 38,Node 36
7,85,5296.19,3476,67,2018-05-06,Node 7,Node 85
15,65,2799.21,2455,96,2018-05-07,Node 15,Node 65
64,53,3886.71,12132,51,2018-05-08,Node 64,Node 53
48,1,4795.47,3278,22,2018-05-09,Node 48,Node 1
61,51,5622.12,2153,84,2018-05-10,Node 61,Node 51
38,66,7073.53,7380,70,2018-05-11,Node 38,Node 66
77,41,8006.75,2772,6,2018-05-12,Node 77,Node 41
38,97,4235.72,1950,42,2018-05-13,Node 38,Node 97
87,44,6013.97,310,52,2018-05-14,Node 87,Node 44
54,49,5166.72,652,42,2018-05-15,Node 54,Node 49
35,83,5624.45,737,87,2018-05-16,Node 35,Node 83
55,92,3388.15,2703,92,2018-05-17,Node 55,Node 92
90,66,7757.97,285,3,2018-05-18,Node 90,Node 66
14,9,3994.5,6989,47,2018-05-19,Node 14,Node 9
8,69,5489.3,4956,5,2018-05-20,Node 8,Node 69
72,30,9614.6,6960,76,2018-05-21,Node 72,Node 30
55,80,782.88,736,65,2018-05-22,Node 55,Node 80
1,93,4303.25,3992,97,2018-05-23,Node 1,Node 93
41,4,6160.77,0,0,2018-05-24,Node 41,Node 4
91,63,9618.14,821,45,2018-05-25,Node 91,Node 63
98,53,8365.02,241,17,2018-05-26,Node 98,Node 53
82,21,4536.8,13204,57,2018-05-27,Node 82,Node 21
81,11,416.9,5029,13,2018-05-28,Node 81,Node 11
69,13,758.74,2230,27,2018-05-29,Node 69,Node 13
3,9,4771.92,5818,81,2018-05-30,Node 3,Node 9
31,34,8405.26,2266,65,2018-05-31,Node 31,Node 34
65,71,1766.71,1518,13,2018-06-01,Node 65,Node 71
42,30,1939.8,0,91,2018-06-02,Node 42,Node 30
36,81,7655.12,3836,41,2018-06-03,Node 36,Node 81
19,44,1981.06,8945,18,2018-06-04,Node 19,Node 44
68,43,6222.02,219,16,2018-06-05,Node 68,Node 43
1,0,2495.3,2055,66,2018-06-06,Node 1,Node 0
90,57,2466.06,9688,93,2018-06-07,Node 90,Node 57
9,23,7297.96,2908,87,2018-06-08,Node 9,Node 23
32,53,193.13,1018,62,2018-06-09,Node 32,Node 53
42,22,1939.59,1841,29,2018-06-10,Node 42,Node 22
83,24,8910.88,2115,9,2018-06-11,Node 83,Node 24
57,49,5721.76,1462,99,2018-06-12,Node 57,Node 49
64,54,5581.24,2251,39,2018-06-13,Node 64,Node 54
